customer_id,gender,ages,country,pages_visited,payment_method,cart_value,discount_applied,customer_segment,purchased,product_clicked,loyalty_score,product_category,price,session_date,session_time,device_type,referral_source,repeat_customer
36db3b7a-18af-4f48-be47-bd113c7e5d05,Female,45,Burkina Faso,2,Bank Transfer,0.0,1,Loyal,0,learn,46,Books,0.0,2025-01-13 01:12:47,2.65,Mobile,Search,0
ab58c6b5-4a7a-46ff-8609-f7f1d043f279,Male,25,Cuba,5,Credit Card,0.0,0,Impulse Buyer,0,region,89,Books,0.0,2025-01-06 22:39:01,28.32,Tablet,Direct,0
a2a309cc-fd74-45b9-87fd-1170d0cce1ca,Male,35,Benin,8,Crypto,213.48999999999998,1,Window Shopper,1,happy,10,Beauty,35.29,2025-01-19 23:51:18,13.35,Mobile,Social,0
d7fe74a5-d25c-4d81-9bef-a1af46359beb,Male,30,Bhutan,4,PayPal,0.0,1,Bargain Hunter,0,stay,5,Beauty,0.0,2025-06-21 12:39:31,20.09,Desktop,Search,1
6653ea0c-e12e-4769-847b-20fda4560b61,Female,34,Cote d'Ivoire,6,Credit Card,453.23,1,Loyal,1,serious,46,Electronics,282.76,2025-01-23 16:41:36,19.33,Tablet,Direct,1
42014c0d-a7a1-4b2f-a079-f4ae0256fb4e,Male,23,Afghanistan,14,Bank Transfer,158.99,0,Bargain Hunter,1,car,41,Books,7.33,2025-05-12 07:05:33,15.53,Desktop,Search,0
2d8bb740-d9b4-4ba4-a6b0-4776bc6b97aa,Male,25,Sri Lanka,20,Bank Transfer,0.0,0,Bargain Hunter,0,marriage,6,Electronics,0.0,2025-07-06 21:52:33,9.08,Mobile,Search,0
75946773-eb88-4b42-9e93-5903c84b0a4c,Male,37,Hungary,9,PayPal,0.0,1,Impulse Buyer,0,section,48,Home,0.0,2025-07-14 22:37:41,14.11,Desktop,Social,1
ce8232a5-f198-4e77-817b-fbe5888d131a,Male,61,Montenegro,5,Crypto,41.62,1,Loyal,1,type,78,Clothing,38.01,2025-01-03 04:06:56,20.4,Tablet,Search,0
da26968f-8e4b-48ca-87c7-37028cc8cb8f,Male,48,Eritrea,6,Credit Card,138.76999999999998,0,Loyal,1,as,52,Clothing,19.78,2025-07-05 19:03:30,21.35,Desktop,Direct,0
7dca53f5-8332-4ee9-8c80-173e565074da,Female,37,Switzerland,14,Bank Transfer,198.65,0,Window Shopper,1,those,27,Home,40.79,2025-06-19 12:36:30,10.72,Desktop,Email,0
9a026c4f-d846-4811-a3c0-cb295963aa93,Male,31,Russian Federation,16,PayPal,83.42,1,Window Shopper,1,voice,13,Beauty,34.11,2025-01-23 23:06:51,27.0,Mobile,Search,1
2feb5f0e-5575-4179-9919-20ac0cfd621c,Male,18,Palestinian Territory,1,PayPal,542.07,1,Impulse Buyer,1,guy,43,Electronics,484.0,2025-07-11 08:14:27,22.42,Tablet,Social,0
11979c93-e9c9-48ee-aac9-9b25469e1ff3,Female,39,Peru,13,Crypto,223.98000000000002,1,Loyal,1,party,92,Electronics,183.05,2025-06-05 07:31:08,21.04,Mobile,Social,0
7141e009-dd46-4fca-ab7d-2941089e671c,Male,23,Zimbabwe,13,PayPal,0.0,0,Impulse Buyer,0,also,3,Home,0.0,2025-03-29 08:08:46,21.95,Mobile,Email,0
ad64d074-94ab-491d-a8ae-970b4e8927e1,Male,64,Vietnam,11,Bank Transfer,60.290000000000006,1,Window Shopper,1,hold,30,Beauty,22.45,2025-03-13 00:14:39,24.22,Tablet,Search,1
6935e5fc-6b79-402a-a619-ce69110e7e88,Female,49,Reunion,19,Credit Card,77.47,1,Loyal,1,production,22,Home,48.53,2025-01-17 00:10:18,10.6,Tablet,Social,1
e0d3e120-5529-463b-8d7a-94e312c04c1a,Female,63,Burkina Faso,4,Bank Transfer,61.51,1,Bargain Hunter,1,know,75,Beauty,10.76,2025-06-04 17:53:58,15.73,Mobile,Search,1
1de89aca-d9d4-4b62-b405-973ae907b174,Male,33,Canada,4,PayPal,94.76,1,Bargain Hunter,1,tree,28,Home,48.38,2025-01-03 12:38:41,5.46,Desktop,Email,1
82d497c7-6113-4a63-b5a9-f550abc741a9,Female,28,Bangladesh,3,Crypto,0.0,0,Loyal,0,kind,91,Books,0.0,2025-05-23 00:02:43,4.97,Mobile,Search,1
74bff579-93d3-4db2-87dd-a853f5c286c9,Male,18,Congo,12,Bank Transfer,0.0,1,Window Shopper,0,production,3,Electronics,0.0,2025-02-18 20:28:26,28.74,Tablet,Search,1
dfde772c-1f46-4405-b2e2-126621a4d2db,Female,62,Botswana,15,Credit Card,0.0,1,Bargain Hunter,0,true,31,Home,0.0,2025-04-27 08:40:23,26.66,Desktop,Social,1
aa506e69-7727-49f4-a953-d972f8f88d0e,Male,55,Cape Verde,16,Crypto,0.0,0,Window Shopper,0,learn,32,Clothing,0.0,2025-02-13 15:06:42,5.16,Tablet,Social,1
9382867f-2cce-4e71-a8fb-b951b4c65ed0,Male,49,Congo,11,Crypto,128.72,0,Loyal,1,method,13,Books,46.73,2025-07-06 11:41:28,6.26,Tablet,Email,0
c86a74d3-37bd-4b06-be91-9afaebd01a60,Female,47,Belarus,10,Credit Card,64.78999999999999,1,Loyal,1,among,17,Beauty,46.51,2025-05-29 23:28:17,18.82,Mobile,Email,0
569bcc5b-536d-4e51-a724-2a7fae2bd817,Female,42,Syrian Arab Republic,11,Bank Transfer,0.0,1,Window Shopper,0,number,45,Books,0.0,2025-04-13 05:07:59,19.2,Mobile,Search,1
a557e8ed-4854-414b-934e-423420b4db3c,Female,34,Wallis and Futuna,4,PayPal,429.77000000000004,0,Impulse Buyer,1,interest,3,Electronics,362.98,2025-02-22 21:40:26,3.57,Tablet,Direct,1
b97df31c-5453-41ac-8fff-fe5f618e95af,Female,26,Yemen,7,Crypto,0.0,0,Impulse Buyer,0,home,27,Home,0.0,2025-03-19 10:12:57,29.68,Tablet,Search,0
97880866-4e8d-4b47-b556-91eb756a41f7,Female,50,Tunisia,11,Bank Transfer,0.0,0,Bargain Hunter,0,imagine,38,Clothing,0.0,2025-04-08 17:01:36,8.65,Mobile,Email,0
05caad57-d99a-4fd6-a91d-8cdfc034c006,Male,33,Belarus,2,Credit Card,0.0,0,Loyal,0,various,6,Clothing,0.0,2025-04-05 14:55:29,7.44,Desktop,Social,0
7cc4cf1f-3108-4207-964b-183276f8df58,Female,25,Turks and Caicos Islands,13,Crypto,0.0,1,Impulse Buyer,0,line,72,Books,0.0,2025-03-17 07:10:16,16.34,Mobile,Search,1
95e0663a-a4cc-41ae-83e4-a42a38523f85,Male,58,Nicaragua,3,Crypto,0.0,0,Loyal,0,summer,84,Beauty,0.0,2025-06-11 01:10:53,23.95,Desktop,Social,1
88737896-e291-4512-8835-68a37712973a,Female,58,Brazil,7,Credit Card,0.0,1,Bargain Hunter,0,clear,66,Beauty,0.0,2025-05-06 09:59:45,5.94,Desktop,Social,1
e790961f-f387-4009-bace-c06a4b6609c4,Male,53,Liechtenstein,4,Crypto,0.0,1,Bargain Hunter,0,family,12,Electronics,0.0,2025-06-02 23:19:12,26.16,Tablet,Search,1
644a8a47-66cf-4d44-bd27-1b6781b456b6,Female,24,Rwanda,13,Bank Transfer,0.0,0,Window Shopper,0,look,24,Beauty,0.0,2025-04-19 12:15:09,25.18,Tablet,Search,1
87437989-81da-4168-8a93-c23e3531b6d7,Male,62,Palau,9,PayPal,147.07999999999998,0,Bargain Hunter,1,again,5,Books,38.47,2025-04-08 14:12:46,20.18,Desktop,Search,1
4da85671-abed-4ab7-9a35-96e0e0ced895,Female,53,Costa Rica,14,Credit Card,287.95,1,Loyal,1,into,7,Electronics,180.06,2025-07-11 12:42:46,5.46,Mobile,Search,1
1e487e0a-b7ca-4077-99ed-923e14bf94b2,Female,26,Puerto Rico,9,PayPal,87.87,1,Bargain Hunter,1,site,94,Beauty,29.16,2025-03-12 01:20:31,26.63,Mobile,Email,0
4d161c3b-75bc-4624-8ec0-0dfb5c686635,Female,21,Finland,19,Crypto,78.35,0,Impulse Buyer,1,field,80,Clothing,31.22,2025-04-19 20:26:06,28.42,Tablet,Social,1
66bc3529-b8f8-498c-9436-2904924ebb7f,Female,48,Norway,8,Credit Card,0.0,1,Loyal,0,maybe,100,Books,0.0,2025-06-14 17:30:13,16.67,Desktop,Social,1
91634188-e4fa-46fc-8d83-e1ad180d0fe2,Male,60,Venezuela,17,PayPal,0.0,1,Impulse Buyer,0,share,5,Beauty,0.0,2025-05-18 08:28:19,29.01,Mobile,Search,0
557f6746-c1d4-46b1-8795-52851ecb3eb2,Male,49,Lesotho,4,Bank Transfer,125.38,0,Loyal,1,community,18,Clothing,62.75,2025-02-10 01:15:26,29.54,Desktop,Direct,0
c14f6de7-b27a-4346-83e9-3b1b77204d37,Female,65,Thailand,17,PayPal,0.0,1,Impulse Buyer,0,easy,77,Electronics,0.0,2025-05-19 11:52:42,21.43,Mobile,Direct,0
adb41022-8190-45b1-b8c0-943ee97825d1,Male,59,Swaziland,2,Bank Transfer,0.0,1,Loyal,0,father,33,Books,0.0,2025-06-06 20:27:08,17.14,Mobile,Email,1
c2b733ae-21fc-42c5-9a0b-e0c891e6d79b,Female,34,Saudi Arabia,5,PayPal,0.0,0,Loyal,0,admit,39,Beauty,0.0,2025-04-04 12:45:13,24.51,Desktop,Search,1
1d7aafef-4865-43fb-bb24-86c80251dc41,Male,24,Egypt,2,Bank Transfer,0.0,0,Bargain Hunter,0,officer,36,Home,0.0,2025-02-05 11:50:49,29.59,Mobile,Search,0
b3e87c7b-a1a8-49e1-81d1-a0e45bf63cfe,Male,62,Albania,12,Bank Transfer,326.86,0,Loyal,1,anyone,47,Home,129.08,2025-07-11 03:11:22,15.77,Desktop,Social,0
3b542712-7438-4f76-8a01-66aa622f9a3f,Male,37,Malta,16,PayPal,353.96000000000004,0,Bargain Hunter,1,control,61,Electronics,343.67,2025-05-17 04:49:28,25.08,Tablet,Search,1
983e1f08-c5a4-4cff-beb2-70bfec2cdc4f,Male,19,Peru,14,Credit Card,0.0,0,Bargain Hunter,0,modern,24,Beauty,0.0,2025-01-10 01:52:54,14.75,Mobile,Social,1
1ed49859-1a34-4744-a80b-3ad7f62a7abf,Male,63,Turkey,14,PayPal,0.0,1,Loyal,0,song,17,Beauty,0.0,2025-06-22 18:15:42,7.72,Desktop,Direct,0
a76631d2-60dd-4d5f-952e-cb1fa1c452cb,Male,63,Malawi,16,Bank Transfer,0.0,1,Bargain Hunter,0,discuss,18,Books,0.0,2025-07-09 15:13:03,25.73,Desktop,Social,0
1d62b174-17e2-4afc-bc7a-dbce36e26996,Male,63,Palau,11,Crypto,0.0,0,Window Shopper,0,have,0,Home,0.0,2025-02-25 17:39:13,11.72,Mobile,Search,1
b00a354a-cdf1-4e84-a765-b2d0363906e0,Male,28,Norway,19,Bank Transfer,415.11,1,Window Shopper,1,student,93,Electronics,217.33,2025-01-14 06:37:02,26.62,Mobile,Email,0
934372ff-6f10-483d-a2a3-af749069b9d4,Male,52,Ukraine,10,Crypto,225.99,1,Bargain Hunter,1,rather,19,Books,35.61,2025-03-08 08:24:39,22.87,Desktop,Social,1
b72c50d2-6182-4c3d-ae18-b62dc46c2bfc,Female,65,Ethiopia,15,PayPal,202.20999999999998,1,Bargain Hunter,1,decide,73,Books,13.45,2025-01-19 01:20:04,11.72,Mobile,Email,1
0fcc7d29-2c64-450c-8991-82bca9c1c8d8,Male,34,Cape Verde,9,Bank Transfer,143.98000000000002,1,Bargain Hunter,1,resource,20,Beauty,13.99,2025-01-03 21:56:53,18.43,Tablet,Email,1
58ff042b-512c-4864-99c9-f4f0d5bd936a,Male,40,Cambodia,17,Credit Card,0.0,1,Window Shopper,0,fill,67,Beauty,0.0,2025-03-12 10:24:48,27.63,Desktop,Search,1
9164f733-917e-468d-b6ba-1450de97c22e,Male,57,Aruba,10,PayPal,0.0,0,Impulse Buyer,0,program,31,Clothing,0.0,2025-02-15 11:28:19,12.11,Desktop,Direct,1
f8e9ec34-59b8-4a52-9281-872a81938d51,Female,27,Kuwait,15,Credit Card,0.0,1,Window Shopper,0,decision,13,Clothing,0.0,2025-01-12 11:04:33,27.36,Tablet,Email,1
e900e1d7-cf52-439b-a952-f65cee04dc3f,Male,36,Belgium,13,PayPal,0.0,1,Loyal,0,good,25,Electronics,0.0,2025-06-27 17:05:43,1.54,Mobile,Direct,1
3cf61e7b-888d-49c5-91f0-8a83889dc722,Female,53,Jamaica,19,PayPal,191.19,0,Impulse Buyer,1,million,47,Home,163.82,2025-03-23 12:11:27,6.98,Mobile,Email,1
5741f6f5-a429-45fd-8576-c8d56394166d,Male,29,Israel,9,PayPal,294.92999999999995,1,Window Shopper,1,point,0,Electronics,138.92,2025-05-21 11:53:33,9.34,Desktop,Social,0
4dbc4201-4665-416d-ab14-4758e9ec1c03,Female,64,Kazakhstan,8,PayPal,196.16,0,Window Shopper,1,third,44,Clothing,23.21,2025-02-24 10:14:08,17.69,Mobile,Search,1
7d791428-4783-4a87-be50-a40a36afe3c9,Male,18,India,10,Crypto,0.0,0,Loyal,0,southern,9,Beauty,0.0,2025-07-01 19:53:40,6.36,Mobile,Email,1
bd30c92d-6d62-4f9a-a7b9-6557faaf115e,Female,30,Burkina Faso,2,Credit Card,219.1,0,Window Shopper,1,ten,36,Home,116.16,2025-02-17 23:16:18,2.11,Mobile,Social,1
98f60ead-1625-4e5a-9d77-d389c4cb8af1,Male,37,Moldova,10,Crypto,0.0,0,Bargain Hunter,0,our,12,Beauty,0.0,2025-04-09 00:31:09,11.27,Tablet,Search,0
48951c80-00dd-48d5-b2dd-3c6cf773e9a0,Male,58,Comoros,10,Bank Transfer,0.0,0,Bargain Hunter,0,brother,61,Beauty,0.0,2025-01-29 21:07:41,26.68,Mobile,Email,1
ce1f270d-ce6c-43a9-bf05-346fc438769f,Female,24,Guadeloupe,11,PayPal,182.49,0,Window Shopper,1,while,47,Books,16.65,2025-02-23 07:03:01,23.28,Mobile,Social,0
c06d2228-d92c-41c7-91b5-17568c17c646,Male,49,Christmas Island,16,PayPal,65.37,1,Loyal,1,foot,63,Home,64.93,2025-01-22 07:34:34,3.81,Desktop,Direct,1
cd3c90d7-e5d1-4c51-a757-93c414c4288d,Male,56,North Macedonia,11,PayPal,466.14,0,Impulse Buyer,1,pay,67,Electronics,279.98,2025-04-19 02:15:14,20.09,Tablet,Email,0
99ebb988-4624-4723-a48b-73a6966ec7cb,Female,28,British Indian Ocean Territory (Chagos Archipelago),19,Bank Transfer,0.0,1,Impulse Buyer,0,lawyer,35,Beauty,0.0,2025-05-09 07:03:32,19.18,Desktop,Direct,1
6872310a-9b2e-4e55-8ef9-e0b63dab7403,Female,21,Dominican Republic,3,Credit Card,196.63,1,Window Shopper,1,because,82,Clothing,41.61,2025-04-04 13:44:33,16.03,Desktop,Social,1
23841712-7042-4d3f-8558-464c8f84cbf4,Male,52,Sri Lanka,14,Bank Transfer,29.770000000000003,1,Impulse Buyer,1,computer,6,Books,18.71,2025-05-26 02:27:11,20.15,Desktop,Direct,1
67b7dbbf-9238-4590-ae5b-cea2b2348c1e,Female,62,Faroe Islands,14,Credit Card,0.0,0,Impulse Buyer,0,door,41,Books,0.0,2025-06-04 14:34:19,23.16,Tablet,Direct,0
2c7322eb-38cd-4818-b059-ba17f05c9321,Female,27,Canada,6,PayPal,0.0,0,Window Shopper,0,property,47,Beauty,0.0,2025-05-12 17:58:50,23.42,Desktop,Direct,0
63481c12-eb86-46a0-b73e-f6795fb537cb,Male,65,Namibia,20,Credit Card,0.0,1,Loyal,0,least,21,Beauty,0.0,2025-04-14 03:01:44,19.61,Desktop,Direct,1
c18b69cb-2ffb-4410-b729-168a48276747,Female,31,Sweden,5,Crypto,427.4,0,Bargain Hunter,1,mind,9,Electronics,268.94,2025-06-07 01:37:45,11.08,Mobile,Direct,1
183b5d3b-78c4-422e-abb3-f809a62278df,Female,53,Monaco,16,Bank Transfer,148.19,0,Window Shopper,1,nor,52,Books,16.95,2025-06-22 06:51:47,5.92,Mobile,Direct,1
1998b814-1e92-47b6-8231-980e3f6d814d,Female,25,Antigua and Barbuda,10,PayPal,99.22999999999999,0,Bargain Hunter,1,however,20,Beauty,38.15,2025-07-02 11:25:02,22.25,Mobile,Direct,1
7544a7cc-9b96-4f81-8734-ff9f12fab3ff,Female,21,Mongolia,14,Credit Card,58.39,1,Bargain Hunter,1,low,59,Beauty,46.45,2025-04-03 22:07:39,22.88,Mobile,Direct,0
c99da41a-d8ff-4406-a5c5-225621feb0a0,Female,20,New Zealand,16,Credit Card,0.0,1,Bargain Hunter,0,letter,86,Books,0.0,2025-07-16 01:17:01,20.56,Mobile,Email,1
f7b510bd-d3e1-4372-b67b-2e23efb0d78a,Male,44,Brazil,20,Crypto,0.0,0,Window Shopper,0,degree,22,Home,0.0,2025-07-13 09:54:18,15.64,Mobile,Social,0
abfa78ec-3285-4a6e-81b9-2403605a1a07,Male,32,American Samoa,2,PayPal,0.0,1,Impulse Buyer,0,action,46,Electronics,0.0,2025-03-09 15:26:11,23.66,Mobile,Direct,1
90df3353-d28d-44ba-8395-05b8c089930c,Female,61,Ireland,1,PayPal,0.0,0,Bargain Hunter,0,head,53,Home,0.0,2025-02-19 14:51:28,16.5,Tablet,Email,1
274e52e4-7f1b-4616-b491-fd45c613c8f2,Female,23,North Macedonia,9,Credit Card,0.0,1,Window Shopper,0,simply,94,Beauty,0.0,2025-05-02 17:31:09,27.27,Mobile,Direct,0
b3c62e3c-933d-4225-bfd1-047ef75eca73,Male,34,Saint Vincent and the Grenadines,3,Credit Card,0.0,1,Bargain Hunter,0,many,38,Home,0.0,2025-03-12 18:37:56,10.75,Mobile,Direct,0
cb015535-ab2b-41e7-90e9-3cabffe3ad94,Male,26,Iceland,2,Credit Card,168.16,0,Window Shopper,1,then,16,Clothing,60.65,2025-07-09 05:00:32,23.27,Desktop,Direct,0
6d1d4888-a47f-4174-a070-f53d64db0a84,Male,33,Equatorial Guinea,5,Crypto,100.41,1,Bargain Hunter,1,guess,93,Clothing,82.61,2025-03-17 21:17:22,11.24,Tablet,Email,1
a819db7c-19e8-4251-a90e-2a82e30fa6eb,Male,56,Costa Rica,17,Credit Card,157.2,0,Window Shopper,1,image,73,Beauty,28.69,2025-05-14 15:54:19,26.13,Desktop,Search,0
e226fcaf-097d-4b25-a367-29c286b6f9a1,Female,50,Zimbabwe,7,PayPal,0.0,0,Bargain Hunter,0,month,81,Books,0.0,2025-07-07 15:58:13,15.27,Tablet,Email,1
ce2fb552-b7af-4a2f-9832-ef520cabf929,Female,25,Togo,15,Bank Transfer,143.95999999999998,1,Impulse Buyer,1,act,65,Beauty,68.6,2025-01-04 23:16:34,5.91,Mobile,Social,0
91d218e3-04fd-4bcf-9489-4a750ad799a3,Male,50,Vanuatu,19,Credit Card,86.62,1,Impulse Buyer,1,against,97,Beauty,33.9,2025-02-05 19:05:51,15.96,Tablet,Direct,0
2b1e6776-e6b4-48af-89d1-312519fff900,Male,45,Kyrgyz Republic,6,Crypto,160.4,0,Impulse Buyer,1,watch,66,Books,49.78,2025-06-11 23:50:23,8.0,Tablet,Email,1
